,timestamp,open,high,low,close,volume
1365,2021-01-08,1224.86,1273.75,1065.0,1216.93,2131172.92341
1366,2021-01-09,1216.72,1304.37,1171.36,1276.0,1448871.11514
1367,2021-01-10,1276.0,1348.33,1170.0,1254.25,1951179.35003
1368,2021-01-11,1254.24,1260.0,915.0,1087.01,4099450.90046
1369,2021-01-12,1087.0,1150.02,1006.33,1050.16,2302645.34052
1370,2021-01-13,1050.36,1137.65,987.48,1129.89,1564202.39081
1371,2021-01-14,1129.79,1247.55,1086.7,1231.62,1555737.38556
1372,2021-01-15,1231.89,1256.98,1069.42,1168.53,1944038.83738
1373,2021-01-16,1168.48,1298.0,1151.77,1227.83,1575384.43797
1374,2021-01-17,1227.83,1269.02,1165.0,1232.45,1317285.00579
1375,2021-01-18,1232.5,1260.75,1182.58,1258.45,998050.11073
1376,2021-01-19,1258.52,1438.3,1251.49,1365.36,2278852.55758
1377,2021-01-20,1365.36,1407.93,1235.42,1376.99,2219137.62144
1378,2021-01-21,1376.72,1390.0,1086.0,1110.96,2310208.57298
1379,2021-01-22,1111.98,1273.79,1042.31,1232.62,2020593.21673
1380,2021-01-23,1232.61,1272.44,1195.9,1233.6,1009545.08258
1381,2021-01-24,1233.46,1398.83,1220.0,1392.51,1510879.53817
1382,2021-01-25,1392.19,1475.0,1293.69,1317.88,1885441.31289
1383,2021-01-26,1317.6,1378.49,1244.56,1365.97,1682923.65799
1384,2021-01-27,1366.54,1373.9,1207.0,1239.03,2009772.08358
1385,2021-01-28,1238.93,1360.0,1217.23,1329.69,1365269.71962
1386,2021-01-29,1329.44,1436.9,1285.35,1379.5,2253963.18682
1387,2021-01-30,1379.56,1406.0,1326.41,1378.05,1040042.2363
1388,2021-01-31,1378.04,1380.74,1281.12,1312.55,958704.85571
1389,2021-02-01,1312.45,1377.99,1269.99,1374.17,1096397.91862
1390,2021-02-02,1374.09,1547.9,1360.28,1511.87,1944227.99878
1391,2021-02-03,1511.93,1669.35,1508.39,1664.49,1535869.88801
1392,2021-02-04,1664.67,1695.2,1554.44,1595.67,1646502.32962
