,timestamp,open,high,low,close,volume
1365,2021-01-08,0.384,0.3867,0.345,0.3693,29063062.72
1366,2021-01-09,0.3693,0.4796,0.3693,0.432,89846240.41
1367,2021-01-10,0.4322,0.4741,0.38,0.427,48497144.74
1368,2021-01-11,0.427,0.4285,0.327,0.368,50943656.07
1369,2021-01-12,0.3676,0.3844,0.3469,0.3592,27481415.86
1370,2021-01-13,0.3595,0.4176,0.347,0.4151,32642676.27
1371,2021-01-14,0.4154,0.4514,0.4011,0.4251,30445372.53
1372,2021-01-15,0.4251,0.456,0.3838,0.4324,39969339.21
1373,2021-01-16,0.4324,0.4557,0.4118,0.425,30796020.65
1374,2021-01-17,0.425,0.449,0.3978,0.4357,25204399.19
1375,2021-01-18,0.4359,0.4875,0.4168,0.4774,40403294.85
1376,2021-01-19,0.4774,0.5093,0.4607,0.4693,32049905.47
1377,2021-01-20,0.4699,0.4852,0.4289,0.4728,28043446.76
1378,2021-01-21,0.4713,0.512,0.4117,0.4189,44079199.88
1379,2021-01-22,0.4194,0.4732,0.392,0.4556,29940381.32
1380,2021-01-23,0.4552,0.476,0.4431,0.451,17773786.37
1381,2021-01-24,0.4507,0.4819,0.4432,0.4563,18779144.6
1382,2021-01-25,0.4561,0.4712,0.4272,0.4324,20065473.6
1383,2021-01-26,0.432,0.4399,0.41,0.4332,17268849.68
1384,2021-01-27,0.4326,0.4328,0.3773,0.3915,22332002.58
1385,2021-01-28,0.3918,0.4161,0.3873,0.4038,17370840.17
1386,2021-01-29,0.4037,0.426,0.3939,0.4125,29168897.49
1387,2021-01-30,0.412,0.452,0.3998,0.4296,27594983.95
1388,2021-01-31,0.4292,0.4463,0.3952,0.4079,23003784.58
1389,2021-02-01,0.4076,0.4289,0.3921,0.4164,25084393.08
1390,2021-02-02,0.4158,0.4345,0.4094,0.4304,21260590.04
1391,2021-02-03,0.43,0.4571,0.4265,0.453,23500239.72
1392,2021-02-04,0.4531,0.4555,0.4213,0.4411,27366680.15
1393,2021-02-05,0.441,0.545,0.4404,0.5176,81398512.81
1394,2021-02-06,0.5169,0.62,0.5001,0.5639,96451432.81
1395,2021-02-07,0.564,0.597,0.527,0.5587,42345210.31
1396,2021-02-08,0.5582,0.75,0.545,0.7234,77160155.66
1397,2021-02-09,0.7226,0.812,0.706,0.7522,79348375.53
1398,2021-02-10,0.7517,0.9275,0.67,0.8853,93394586.69
1399,2021-02-11,0.8853,1.33,0.867,1.1757,226478214.8
1400,2021-02-12,1.1754,1.2866,1.0877,1.2363,76354413.16
1401,2021-02-13,1.2358,1.41,1.1784,1.3157,72729135.31
1402,2021-02-14,1.3165,1.329,1.125,1.1903,49666757.3
1403,2021-02-15,1.1902,1.3969,0.9388,1.2719,128661190.99
1404,2021-02-16,1.2726,1.3912,1.2101,1.2548,66420475.51
1405,2021-02-17,1.2547,1.345,1.1797,1.3007,51234312.82
